"Election","HINDI","Jurisdiction","AbsenteeApplications","BallotsSent","BallotsReturned","InPersonAbsentee"
"2020 General Election","23251","CITY OF MONROE - GREEN COUNTY","3773","3772","3641","1517"
"2020 General Election","24002","TOWN OF BERLIN - GREEN LAKE COUNTY","323","323","296","144"
"2020 General Election","24004","TOWN OF BROOKLYN - GREEN LAKE COUNTY","691","667","641","229"
"2020 General Election","24006","TOWN OF GREEN LAKE - GREEN LAKE COUNTY","334","334","319","106"
"2020 General Election","24008","TOWN OF KINGSTON - GREEN LAKE COUNTY","68","63","54","18"
"2020 General Election","24010","TOWN OF MACKFORD - GREEN LAKE COUNTY","74","71","53","12"
"2020 General Election","24012","TOWN OF MANCHESTER - GREEN LAKE COUNTY","92","90","77","5"
"2020 General Election","24014","TOWN OF MARQUETTE - GREEN LAKE COUNTY","127","126","119","44"
"2020 General Election","24016","TOWN OF PRINCETON - GREEN LAKE COUNTY","417","416","377","57"
"2020 General Election","24018","TOWN OF ST. MARIE - GREEN LAKE COUNTY","75","74","49","0"
"2020 General Election","24020","TOWN OF SENECA - GREEN LAKE COUNTY","100","100","77","18"
"2020 General Election","24141","VILLAGE OF KINGSTON - GREEN LAKE COUNTY","27","27","26","5"
"2020 General Election","24154","VILLAGE OF MARQUETTE - GREEN LAKE COUNTY","40","38","36","26"
"2020 General Election","24206","CITY OF BERLIN - MULTIPLE COUNTIES","1478","1476","1385","653"
"2020 General Election","24231","CITY OF GREEN LAKE - GREEN LAKE COUNTY","316","303","285","115"
"2020 General Election","24251","CITY OF MARKESAN - GREEN LAKE COUNTY","319","319","298","125"
"2020 General Election","24271","CITY OF PRINCETON - GREEN LAKE COUNTY","238","234","220","24"
"2020 General Election","25002","TOWN OF ARENA - IOWA COUNTY","507","507","480","138"
"2020 General Election","25004","TOWN OF BRIGHAM - IOWA COUNTY","462","462","448","159"
"2020 General Election","25006","TOWN OF CLYDE - IOWA COUNTY","109","109","102","35"
"2020 General Election","25008","TOWN OF DODGEVILLE - IOWA COUNTY","795","795","778","400"
"2020 General Election","25010","TOWN OF EDEN - IOWA COUNTY","68","68","68","6"
"2020 General Election","25012","TOWN OF HIGHLAND - IOWA COUNTY","151","151","147","42"
"2020 General Election","25014","TOWN OF LINDEN - IOWA COUNTY","170","169","159","7"
"2020 General Election","25016","TOWN OF MIFFLIN - IOWA COUNTY","99","99","63","3"
"2020 General Election","25018","TOWN OF MINERAL POINT - IOWA COUNTY","343","341","302","27"
"2020 General Election","25020","TOWN OF MOSCOW - IOWA COUNTY","176","176","171","28"
"2020 General Election","25022","TOWN OF PULASKI - IOWA COUNTY","46","46","34","0"
"2020 General Election","25024","TOWN OF RIDGEWAY - IOWA COUNTY","199","199","166","19"
"2020 General Election","25026","TOWN OF WALDWICK - IOWA COUNTY","94","92","79","8"
"2020 General Election","25028","TOWN OF WYOMING - IOWA COUNTY","137","137","126","28"
"2020 General Election","25101","VILLAGE OF ARENA - IOWA COUNTY","214","214","190","47"
"2020 General Election","25102","VILLAGE OF AVOCA - IOWA COUNTY","96","96","92","41"
"2020 General Election","25106","VILLAGE OF BARNEVELD - IOWA COUNTY","490","489","477","239"
"2020 General Election","25111","VILLAGE OF COBB - IOWA COUNTY","98","98","85","20"
"2020 General Election","25136","VILLAGE OF HIGHLAND - IOWA COUNTY","190","190","186","59"
"2020 General Election","25137","VILLAGE OF HOLLANDALE - IOWA COUNTY","52","52","52","3"
"2020 General Election","25146","VILLAGE OF LINDEN - IOWA COUNTY","56","56","47","11"
"2020 General Election","25176","VILLAGE OF REWEY - IOWA COUNTY","20","20","11","0"
"2020 General Election","25177","VILLAGE OF RIDGEWAY - IOWA COUNTY","154","153","138","25"
"2020 General Election","25216","CITY OF DODGEVILLE - IOWA COUNTY","1936","1933","1863","559"
"2020 General Election","25251","CITY OF MINERAL POINT - IOWA COUNTY","1030","1029","985","274"
"2020 General Election","26002","TOWN OF ANDERSON - IRON COUNTY","9","9","9","0"
"2020 General Election","26004","TOWN OF CAREY - IRON COUNTY","21","21","18","0"
"2020 General Election","26006","TOWN OF GURNEY - IRON COUNTY","45","45","39","0"
"2020 General Election","26008","TOWN OF KIMBALL - IRON COUNTY","230","230","178","0"
"2020 General Election","26010","TOWN OF KNIGHT - IRON COUNTY","33","33","27","0"
"2020 General Election","26012","TOWN OF MERCER - IRON COUNTY","664","661","636","176"
"2020 General Election","26014","TOWN OF OMA - IRON COUNTY","137","137","119","0"
"2020 General Election","26016","TOWN OF PENCE - IRON COUNTY","35","35","30","0"
"2020 General Election","26018","TOWN OF SAXON - IRON COUNTY","65","65","57","0"
"2020 General Election","26020","TOWN OF SHERMAN - IRON COUNTY","82","82","81","0"
"2020 General Election","26236","CITY OF HURLEY - IRON COUNTY","491","484","415","48"
"2020 General Election","26251","CITY OF MONTREAL - IRON COUNTY","230","230","208","14"
"2020 General Election","27002","TOWN OF ADAMS - JACKSON COUNTY","309","309","281","46"
"2020 General Election","27004","TOWN OF ALBION - JACKSON COUNTY","243","243","209","74"
"2020 General Election","27006","TOWN OF ALMA - JACKSON COUNTY","147","147","125","17"
"2020 General Election","27008","TOWN OF BEAR BLUFF - JACKSON COUNTY","15","15","12","8"
"2020 General Election","27010","TOWN OF BROCKWAY - JACKSON COUNTY","427","425","409","229"
"2020 General Election","27012","TOWN OF CITY POINT - JACKSON COUNTY","31","31","30","7"
"2020 General Election","27014","TOWN OF CLEVELAND - JACKSON COUNTY","76","76","65","10"
"2020 General Election","27016","TOWN OF CURRAN - JACKSON COUNTY","40","40","35","5"
"2020 General Election","27018","TOWN OF FRANKLIN - JACKSON COUNTY","36","36","31","4"
"2020 General Election","27020","TOWN OF GARDEN VALLEY - JACKSON COUNTY","71","70","52","17"
"2020 General Election","27022","TOWN OF GARFIELD - JACKSON COUNTY","118","118","98","15"
"2020 General Election","27024","TOWN OF HIXTON - JACKSON COUNTY","84","84","69","5"
"2020 General Election","27026","TOWN OF IRVING - JACKSON COUNTY","144","144","115","11"
"2020 General Election","27028","TOWN OF KNAPP - JACKSON COUNTY","40","40","26","5"
"2020 General Election","27030","TOWN OF KOMENSKY - JACKSON COUNTY","38","38","31","12"
"2020 General Election","27032","TOWN OF MANCHESTER - JACKSON COUNTY","145","145","120","24"
"2020 General Election","27034","TOWN OF MELROSE - JACKSON COUNTY","57","57","47","8"
"2020 General Election","27036","TOWN OF MILLSTON - JACKSON COUNTY","16","16","16","0"
"2020 General Election","27038","TOWN OF NORTH BEND - JACKSON COUNTY","62","62","45","2"
"2020 General Election","27040","TOWN OF NORTHFIELD - JACKSON COUNTY","92","92","73","24"
"2020 General Election","27042","TOWN OF SPRINGFIELD - JACKSON COUNTY","42","42","33","4"
"2020 General Election","27101","VILLAGE OF ALMA CENTER - JACKSON COUNTY","75","75","68","34"
"2020 General Election","27136","VILLAGE OF HIXTON - JACKSON COUNTY","50","50","43","17"
"2020 General Election","27151","VILLAGE OF MELROSE - JACKSON COUNTY","82","82","77","13"
"2020 General Election","27152","VILLAGE OF MERRILLAN - JACKSON COUNTY","79","79","71","32"
"2020 General Election","27186","VILLAGE OF TAYLOR - JACKSON COUNTY","50","50","43","10"
"2020 General Election","27206","CITY OF BLACK RIVER FALLS - JACKSON COUNTY","893","893","845","351"
"2020 General Election","28002","TOWN OF AZTALAN - JEFFERSON COUNTY","344","342","310","37"
"2020 General Election","28004","TOWN OF COLD SPRING - JEFFERSON COUNTY","161","161","141","0"
"2020 General Election","28006","TOWN OF CONCORD - JEFFERSON COUNTY","683","683","611","195"
"2020 General Election","28008","TOWN OF FARMINGTON - JEFFERSON COUNTY","367","366","285","74"
"2020 General Election","28010","TOWN OF HEBRON - JEFFERSON COUNTY","232","230","146","6"
"2020 General Election","28012","TOWN OF IXONIA - JEFFERSON COUNTY","2257","2254","2219","1371"
"2020 General Election","28014","TOWN OF JEFFERSON - JEFFERSON COUNTY","563","561","514","120"
"2020 General Election","28016","TOWN OF KOSHKONONG - JEFFERSON COUNTY","1378","1372","1261","516"
"2020 General Election","28018","TOWN OF LAKE MILLS - JEFFERSON COUNTY","891","885","836","114"
"2020 General Election","28020","TOWN OF MILFORD - JEFFERSON COUNTY","219","218","181","35"
"2020 General Election","28022","TOWN OF OAKLAND - JEFFERSON COUNTY","1514","1510","1456","550"
"2020 General Election","28024","TOWN OF PALMYRA - JEFFERSON COUNTY","369","364","313","69"
"2020 General Election","28026","TOWN OF SULLIVAN - JEFFERSON COUNTY","685","668","552","145"
"2020 General Election","28028","TOWN OF SUMNER - JEFFERSON COUNTY","246","245","202","40"
"2020 General Election","28030","TOWN OF WATERLOO - JEFFERSON COUNTY","213","213","180","28"
"2020 General Election","28032","TOWN OF WATERTOWN - JEFFERSON COUNTY","806","800","697","249"
"2020 General Election","28141","VILLAGE OF JOHNSON CREEK - JEFFERSON COUNTY","1070","1070","1008","438"
"2020 General Election","28171","VILLAGE OF PALMYRA - JEFFERSON COUNTY","377","377","340","141"
"2020 General Election","28181","VILLAGE OF SULLIVAN - JEFFERSON COUNTY","156","156","142","54"
"2020 General Election","28226","CITY OF FORT ATKINSON - JEFFERSON COUNTY","4280","4267","4125","1560"
"2020 General Election","28241","CITY OF JEFFERSON - JEFFERSON COUNTY","2403","2399","2293","889"
"2020 General Election","28246","CITY OF LAKE MILLS - JEFFERSON COUNTY","2594","2592","2486","980"
"2020 General Election","28290","CITY OF WATERLOO - JEFFERSON COUNTY","1198","1197","1169","628"
"2020 General Election","28291","CITY OF WATERTOWN - MULTIPLE COUNTIES","7656","7653","7301","3440"
"2020 General Election","29002","TOWN OF ARMENIA - JUNEAU COUNTY","111","109","83","0"
"2020 General Election","29004","TOWN OF CLEARFIELD - JUNEAU COUNTY","133","128","90","0"
"2020 General Election","29006","TOWN OF CUTLER - JUNEAU COUNTY","39","37","24","0"
"2020 General Election","29008","TOWN OF FINLEY - JUNEAU COUNTY","5","5","0","0"
"2020 General Election","29010","TOWN OF FOUNTAIN - JUNEAU COUNTY","102","102","83","4"
"2020 General Election","29012","TOWN OF GERMANTOWN - JUNEAU COUNTY","472","470","412","0"
"2020 General Election","29014","TOWN OF KILDARE - JUNEAU COUNTY","104","102","76","0"
"2020 General Election","29016","TOWN OF KINGSTON - JUNEAU COUNTY","3","3","0","0"
"2020 General Election","29018","TOWN OF LEMONWEIR - JUNEAU COUNTY","407","405","325","0"
"2020 General Election","29020","TOWN OF LINDINA - JUNEAU COUNTY","168","167","23","0"
"2020 General Election","29022","TOWN OF LISBON - JUNEAU COUNTY","163","162","132","0"
"2020 General Election","29024","TOWN OF LYNDON - JUNEAU COUNTY","282","268","213","0"
"2020 General Election","29026","TOWN OF MARION - JUNEAU COUNTY","64","63","41","0"
"2020 General Election","29028","TOWN OF NECEDAH - JUNEAU COUNTY","566","566","522","0"
"2020 General Election","29030","TOWN OF ORANGE - JUNEAU COUNTY","47","41","16","0"
"2020 General Election","29032","TOWN OF PLYMOUTH - JUNEAU COUNTY","168","163","141","24"
"2020 General Election","29034","TOWN OF SEVEN MILE CREEK - JUNEAU COUNTY","66","66","43","0"
"2020 General Election","29036","TOWN OF SUMMIT - JUNEAU COUNTY","145","140","113","0"
"2020 General Election","29038","TOWN OF WONEWOC - JUNEAU COUNTY","100","97","85","0"
"2020 General Election","29111","VILLAGE OF CAMP DOUGLAS - JUNEAU COUNTY","88","86","76","0"
"2020 General Election","29136","VILLAGE OF HUSTLER - JUNEAU COUNTY","25","24","22","0"
"2020 General Election","29146","VILLAGE OF LYNDON STATION - JUNEAU COUNTY","51","40","14","0"
"2020 General Election","29161","VILLAGE OF NECEDAH - JUNEAU COUNTY","183","183","172","0"
"2020 General Election","29186","VILLAGE OF UNION CENTER - JUNEAU COUNTY","23","23","22","0"
"2020 General Election","29191","VILLAGE OF WONEWOC - JUNEAU COUNTY","151","150","101","0"
"2020 General Election","29221","CITY OF ELROY - JUNEAU COUNTY","256","253","235","83"
"2020 General Election","29251","CITY OF MAUSTON - JUNEAU COUNTY","1045","1045","976","439"
"2020 General Election","29261","CITY OF NEW LISBON - JUNEAU COUNTY","217","217","204","76"
"2020 General Election","30002","TOWN OF BRIGHTON - KENOSHA COUNTY","521","517","490","268"
"2020 General Election","30006","TOWN OF PARIS - KENOSHA COUNTY","483","480","459","279"
"2020 General Election","30010","TOWN OF RANDALL - KENOSHA COUNTY","1282","1282","1244","712"
"2020 General Election","30014","TOWN OF SOMERS - KENOSHA COUNTY","395","394","374","162"
"2020 General Election","30016","TOWN OF WHEATLAND - KENOSHA COUNTY","1314","1312","1277","729"
"2020 General Election","30104","VILLAGE OF BRISTOL - KENOSHA COUNTY","2124","2110","2032","1118"
"2020 General Election","30171","VILLAGE OF PADDOCK LAKE - KENOSHA COUNTY","1148","1147","1106","604"
"2020 General Election","30174","VILLAGE OF PLEASANT PRAIRIE - KENOSHA COUNTY","10187","10181","9898","4320"
"2020 General Election","30179","Village of SALEM LAKES - KENOSHA COUNTY","6129","6126","5929","3358"
"2020 General Election","30182","VILLAGE OF SOMERS - KENOSHA COUNTY","3426","3423","3237","1389"
"2020 General Election","30186","VILLAGE OF TWIN LAKES - KENOSHA COUNTY","2319","2318","2227","1156"
"2020 General Election","30241","CITY OF KENOSHA - KENOSHA COUNTY","31877","31843","30444","10835"
"2020 General Election","31002","TOWN OF AHNAPEE - KEWAUNEE COUNTY","242","242","210","0"
"2020 General Election","31004","TOWN OF CARLTON - KEWAUNEE COUNTY","194","194","187","0"
"2020 General Election","31006","TOWN OF CASCO - KEWAUNEE COUNTY","265","256","229","0"
"2020 General Election","31008","TOWN OF FRANKLIN - KEWAUNEE COUNTY","191","191","157","0"
"2020 General Election","31010","TOWN OF LINCOLN - KEWAUNEE COUNTY","196","196","150","0"
"2020 General Election","31012","TOWN OF LUXEMBURG - KEWAUNEE COUNTY","403","403","323","0"
"2020 General Election","31014","TOWN OF MONTPELIER - KEWAUNEE COUNTY","237","236","204","0"
"2020 General Election","31016","TOWN OF PIERCE - KEWAUNEE COUNTY","197","197","167","0"
"2020 General Election","31018","TOWN OF RED RIVER - KEWAUNEE COUNTY","322","322","288","0"
"2020 General Election","31020","TOWN OF WEST KEWAUNEE - KEWAUNEE COUNTY","226","226","209","0"
"2020 General Election","31111","VILLAGE OF CASCO - KEWAUNEE COUNTY","76","76","65","0"
"2020 General Election","31146","VILLAGE OF LUXEMBURG - KEWAUNEE COUNTY","719","719","674","0"
"2020 General Election","31201","CITY OF ALGOMA - KEWAUNEE COUNTY","1089","1089","1043","0"
"2020 General Election","31241","CITY OF KEWAUNEE - KEWAUNEE COUNTY","838","837","784","0"
"2020 General Election","32002","TOWN OF BANGOR - LA CROSSE COUNTY","95","95","74","13"
"2020 General Election","32004","TOWN OF BARRE - LA CROSSE COUNTY","256","256","234","56"
"2020 General Election","32006","TOWN OF BURNS - LA CROSSE COUNTY","171","171","148","43"
"2020 General Election","32008","TOWN OF CAMPBELL - LA CROSSE COUNTY","1998","1998","1957","908"
"2020 General Election","32010","TOWN OF FARMINGTON - LA CROSSE COUNTY","596","596","539","181"
"2020 General Election","32012","TOWN OF GREENFIELD - LA CROSSE COUNTY","772","772","719","266"
"2020 General Election","32014","TOWN OF HAMILTON - LA CROSSE COUNTY","945","944","913","312"
"2020 General Election","32016","TOWN OF HOLLAND - LA CROSSE COUNTY","1621","1621","1580","474"
"2020 General Election","32018","TOWN OF MEDARY - LA CROSSE COUNTY","721","721","675","291"
"2020 General Election","32020","TOWN OF ONALASKA - LA CROSSE COUNTY","2693","2686","2615","912"
"2020 General Election","32022","TOWN OF SHELBY - LA CROSSE COUNTY","2355","2353","2281","1003"
"2020 General Election","32024","TOWN OF WASHINGTON - LA CROSSE COUNTY","94","94","91","13"
"2020 General Election","32106","VILLAGE OF BANGOR - LA CROSSE COUNTY","335","331","318","92"
"2020 General Election","32136","VILLAGE OF HOLMEN - LA CROSSE COUNTY","4302","4298","4175","1669"
"2020 General Election","32176","VILLAGE OF ROCKLAND - MULTIPLE COUNTIES","137","135","125","27"
"2020 General Election","32191","VILLAGE OF WEST SALEM - LA CROSSE COUNTY","1885","1885","1820","575"
"2020 General Election","32246","CITY OF LA CROSSE - LA CROSSE COUNTY","17492","17478","16615","5104"
"2020 General Election","32265","CITY OF ONALASKA - LA CROSSE COUNTY","8442","8437","8168","3004"
"2020 General Election","33002","TOWN OF ARGYLE - LAFAYETTE COUNTY","93","89","73","4"
"2020 General Election","33004","TOWN OF BELMONT - LAFAYETTE COUNTY","126","123","109","18"
"2020 General Election","33006","TOWN OF BENTON - LAFAYETTE COUNTY","89","88","73","2"
"2020 General Election","33008","TOWN OF BLANCHARD - LAFAYETTE COUNTY","70","70","55","1"
"2020 General Election","33010","TOWN OF DARLINGTON - LAFAYETTE COUNTY","182","180","150","12"
"2020 General Election","33012","TOWN OF ELK GROVE - LAFAYETTE COUNTY","45","45","35","6"
"2020 General Election","33014","TOWN OF FAYETTE - LAFAYETTE COUNTY","69","69","53","10"
"2020 General Election","33016","TOWN OF GRATIOT - LAFAYETTE COUNTY","85","82","77","8"
"2020 General Election","33018","TOWN OF KENDALL - LAFAYETTE COUNTY","65","65","53","2"
"2020 General Election","33020","TOWN OF LAMONT - LAFAYETTE COUNTY","46","45","22","4"
"2020 General Election","33022","TOWN OF MONTICELLO - LAFAYETTE COUNTY","19","19","11","0"
"2020 General Election","33024","TOWN OF NEW DIGGINGS - LAFAYETTE COUNTY","67","64","59","15"
"2020 General Election","33026","TOWN OF SEYMOUR - LAFAYETTE COUNTY","24","24","21","0"
"2020 General Election","33028","TOWN OF SHULLSBURG - LAFAYETTE COUNTY","64","60","52","2"
"2020 General Election","33030","TOWN OF WAYNE - LAFAYETTE COUNTY","80","80","68","6"
"2020 General Election","33032","TOWN OF WHITE OAK SPRINGS - LAFAYETTE COUNTY","20","14","12","0"
"2020 General Election","33034","TOWN OF WILLOW SPRINGS - LAFAYETTE COUNTY","130","128","115","24"
"2020 General Election","33036","TOWN OF WIOTA - LAFAYETTE COUNTY","127","126","114","13"
"2020 General Election","33101","VILLAGE OF ARGYLE - LAFAYETTE COUNTY","157","154","140","15"
"2020 General Election","33106","VILLAGE OF BELMONT - LAFAYETTE COUNTY","171","171","151","23"
"2020 General Election","33107","VILLAGE OF BENTON - LAFAYETTE COUNTY","189","188","176","56"
"2020 General Election","33108","VILLAGE OF BLANCHARDVILLE - MULTIPLE COUNTIES","265","265","256","95"
"2020 General Election","33131","VILLAGE OF GRATIOT - LAFAYETTE COUNTY","20","19","19","5"
"2020 General Election","33181","VILLAGE OF SOUTH WAYNE - LAFAYETTE COUNTY","45","44","44","7"
"2020 General Election","33216","CITY OF DARLINGTON - LAFAYETTE COUNTY","549","546","519","164"
"2020 General Election","33281","CITY OF SHULLSBURG - LAFAYETTE COUNTY","276","268","251","61"
"2020 General Election","34002","TOWN OF ACKLEY - LANGLADE COUNTY","58","56","50","2"
"2020 General Election","34004","TOWN OF AINSWORTH - LANGLADE COUNTY","105","104","60","0"
"2020 General Election","34006","TOWN OF ANTIGO - LANGLADE COUNTY","297","295","263","10"
"2020 General Election","34008","TOWN OF ELCHO - LANGLADE COUNTY","307","306","269","50"
"2020 General Election","34010","TOWN OF EVERGREEN - LANGLADE COUNTY","100","99","68","2"
"2020 General Election","34012","TOWN OF LANGLADE - LANGLADE COUNTY","109","108","99","1"
"2020 General Election","34014","TOWN OF NEVA - LANGLADE COUNTY","137","137","116","8"
"2020 General Election","34016","TOWN OF NORWOOD - LANGLADE COUNTY","174","174","117","13"
"2020 General Election","34018","TOWN OF PARRISH - LANGLADE COUNTY","16","16","15","3"
"2020 General Election","34020","TOWN OF PECK - LANGLADE COUNTY","59","59","47","6"
"2020 General Election","34022","TOWN OF POLAR - LANGLADE COUNTY","202","190","152","32"
"2020 General Election","34024","TOWN OF PRICE - LANGLADE COUNTY","41","41","41","0"
"2020 General Election","34026","TOWN OF ROLLING - LANGLADE COUNTY","257","242","204","15"
"2020 General Election","34028","TOWN OF SUMMIT - LANGLADE COUNTY","36","36","31","9"
"2020 General Election","34030","TOWN OF UPHAM - LANGLADE COUNTY","198","198","161","14"
"2020 General Election","34032","TOWN OF VILAS - LANGLADE COUNTY","26","26","15","2"
"2020 General Election","34034","TOWN OF WOLF RIVER - LANGLADE COUNTY","219","219","197","50"
"2020 General Election","34191","VILLAGE OF WHITE LAKE - LANGLADE COUNTY","71","70","62","16"
"2020 General Election","34201","CITY OF ANTIGO - LANGLADE COUNTY","1845","1844","1754","670"
"2020 General Election","35002","TOWN OF BIRCH - LINCOLN COUNTY","74","74","71","17"
"2020 General Election","35004","TOWN OF BRADLEY - LINCOLN COUNTY","931","931","900","355"
"2020 General Election","35006","TOWN OF CORNING - LINCOLN COUNTY","133","130","95","7"
"2020 General Election","35008","TOWN OF HARDING - LINCOLN COUNTY","78","71","56","5"
"2020 General Election","35010","TOWN OF HARRISON - LINCOLN COUNTY","210","201","134","4"
"2020 General Election","35012","TOWN OF KING - LINCOLN COUNTY","299","297","249","7"
"2020 General Election","35014","TOWN OF MERRILL - LINCOLN COUNTY","716","715","631","197"
"2020 General Election","35016","TOWN OF PINE RIVER - LINCOLN COUNTY","429","428","370","43"
"2020 General Election","35018","TOWN OF ROCK FALLS - LINCOLN COUNTY","111","103","86","1"
"2020 General Election","35020","TOWN OF RUSSELL - LINCOLN COUNTY","126","126","90","4"
"2020 General Election","35022","TOWN OF SCHLEY - LINCOLN COUNTY","148","144","117","8"
"2020 General Election","35024","TOWN OF SCOTT - LINCOLN COUNTY","307","305","285","29"
"2020 General Election","35026","TOWN OF SKANAWAN - LINCOLN COUNTY","98","94","69","1"
"2020 General Election","35028","TOWN OF SOMO - LINCOLN COUNTY","20","20","17","0"
"2020 General Election","35030","TOWN OF TOMAHAWK - LINCOLN COUNTY","140","139","91","0"
"2020 General Election","35032","TOWN OF WILSON - LINCOLN COUNTY","114","113","102","19"
"2020 General Election","35251","CITY OF MERRILL - LINCOLN COUNTY","2241","2239","2109","825"
"2020 General Election","35286","CITY OF TOMAHAWK - LINCOLN COUNTY","970","970","909","172"
"2020 General Election","36002","TOWN OF CATO - MANITOWOC COUNTY","264","264","250","14"
"2020 General Election","36004","TOWN OF CENTERVILLE - MANITOWOC COUNTY","142","142","129","7"
"2020 General Election","36006","TOWN OF COOPERSTOWN - MANITOWOC COUNTY","261","261","238","19"
"2020 General Election","36008","TOWN OF EATON - MANITOWOC COUNTY","156","155","116","0"
"2020 General Election","36010","TOWN OF FRANKLIN - MANITOWOC COUNTY","219","219","199","32"
"2020 General Election","36012","TOWN OF GIBSON - MANITOWOC COUNTY","264","264","239","36"
"2020 General Election","36014","TOWN OF KOSSUTH - MANITOWOC COUNTY","622","622","598","212"
"2020 General Election","36016","TOWN OF LIBERTY - MANITOWOC COUNTY","258","258","231","46"
"2020 General Election","36018","TOWN OF MANITOWOC - MANITOWOC COUNTY","303","303","298","10"
"2020 General Election","36020","TOWN OF MANITOWOC RAPIDS - MANITOWOC COUNTY","902","902","862","184"
"2020 General Election","36022","TOWN OF MAPLE GROVE - MANITOWOC COUNTY","124","124","116","15"
"2020 General Election","36024","TOWN OF MEEME - MANITOWOC COUNTY","295","295","275","0"
"2020 General Election","36026","TOWN OF MISHICOT - MANITOWOC COUNTY","281","281","250","77"
"2020 General Election","36028","TOWN OF NEWTON - MANITOWOC COUNTY","556","555","474","0"
"2020 General Election","36030","TOWN OF ROCKLAND - MANITOWOC COUNTY","235","235","213","59"
"2020 General Election","36032","TOWN OF SCHLESWIG - MANITOWOC COUNTY","507","506","477","140"
"2020 General Election","36034","TOWN OF TWO CREEKS - MANITOWOC COUNTY","75","75","59","3"
"2020 General Election","36036","TOWN OF TWO RIVERS - MANITOWOC COUNTY","398","398","377","56"
"2020 General Election","36112","VILLAGE OF CLEVELAND - MANITOWOC COUNTY","364","364","342","135"
"2020 General Election","36126","VILLAGE OF FRANCIS CREEK - MANITOWOC COUNTY","183","183","173","92"
"2020 General Election","36132","VILLAGE OF KELLNERSVILLE - MANITOWOC COUNTY","50","50","49","3"
"2020 General Election","36147","VILLAGE OF MARIBEL - MANITOWOC COUNTY","31","27","0","0"
"2020 General Election","36151","VILLAGE OF MISHICOT - MANITOWOC COUNTY","431","431","393","131"
"2020 General Election","36176","VILLAGE OF REEDSVILLE - MANITOWOC COUNTY","201","201","196","37"
"2020 General Election","36181","VILLAGE OF ST. NAZIANZ - MANITOWOC COUNTY","100","99","89","10"
"2020 General Election","36186","VILLAGE OF VALDERS - MANITOWOC COUNTY","216","216","214","100"
"2020 General Election","36191","VILLAGE OF WHITELAW - MANITOWOC COUNTY","147","147","141","71"
"2020 General Election","36241","CITY OF KIEL - MULTIPLE COUNTIES","1202","1201","1157","430"
"2020 General Election","36251","CITY OF MANITOWOC - MANITOWOC COUNTY","11298","11288","10897","4563"
"2020 General Election","36286","CITY OF TWO RIVERS - MANITOWOC COUNTY","3951","3951","3796","1734"
"2020 General Election","37002","TOWN OF BERGEN - MARATHON COUNTY","170","170","145","22"
"2020 General Election","37004","TOWN OF BERLIN - MARATHON COUNTY","223","223","152","0"
"2020 General Election","37006","TOWN OF BERN - MARATHON COUNTY","56","56","42","4"
"2020 General Election","37008","TOWN OF BEVENT - MARATHON COUNTY","213","211","180","17"
"2020 General Election","37010","TOWN OF BRIGHTON - MARATHON COUNTY","83","83","74","13"
"2020 General Election","37012","TOWN OF CASSEL - MARATHON COUNTY","170","170","154","18"
"2020 General Election","37014","TOWN OF CLEVELAND - MARATHON COUNTY","344","343","313","133"
"2020 General Election","37016","TOWN OF DAY - MARATHON COUNTY","262","253","232","124"
"2020 General Election","37018","TOWN OF EASTON - MARATHON COUNTY","227","227","174","35"
"2020 General Election","37020","TOWN OF EAU PLEINE - MARATHON COUNTY","121","120","88","10"
"2020 General Election","37022","TOWN OF ELDERON - MARATHON COUNTY","98","98","90","9"
"2020 General Election","37024","TOWN OF EMMET - MARATHON COUNTY","153","153","145","19"
"2020 General Election","37026","TOWN OF FRANKFORT - MARATHON COUNTY","87","87","66","0"
"2020 General Election","37028","TOWN OF FRANZEN - MARATHON COUNTY","81","81","64","1"
"2020 General Election","37030","TOWN OF GREEN VALLEY - MARATHON COUNTY","102","101","76","4"
"2020 General Election","37032","TOWN OF GUENTHER - MARATHON COUNTY","59","58","50","3"
"2020 General Election","37034","TOWN OF HALSEY - MARATHON COUNTY","77","77","63","10"
"2020 General Election","37036","TOWN OF HAMBURG - MARATHON COUNTY","122","122","88","2"
"2020 General Election","37038","TOWN OF HARRISON - MARATHON COUNTY","55","55","50","12"
"2020 General Election","37040","TOWN OF HEWITT - MARATHON COUNTY","92","85","72","9"
"2020 General Election","37042","TOWN OF HOLTON - MARATHON COUNTY","116","116","78","4"
"2020 General Election","37044","TOWN OF HULL - MARATHON COUNTY","65","64","53","4"
"2020 General Election","37046","TOWN OF JOHNSON - MARATHON COUNTY","103","103","92","14"
"2020 General Election","37048","TOWN OF KNOWLTON - MARATHON COUNTY","621","620","583","197"
"2020 General Election","37054","TOWN OF MARATHON - MARATHON COUNTY","187","187","171","11"
"2020 General Election","37056","TOWN OF MCMILLAN - MARATHON COUNTY","570","570","527","184"
"2020 General Election","37058","TOWN OF MOSINEE - MARATHON COUNTY","556","554","466","53"
"2020 General Election","37060","TOWN OF NORRIE - MARATHON COUNTY","179","179","152","9"
"2020 General Election","37062","TOWN OF PLOVER - MARATHON COUNTY","97","96","80","7"
"2020 General Election","37064","TOWN OF REID - MARATHON COUNTY","181","178","125","5"
"2020 General Election","37066","TOWN OF RIB FALLS - MARATHON COUNTY","161","161","121","9"
"2020 General Election","37068","TOWN OF RIB MOUNTAIN - MARATHON COUNTY","3624","3622","3548","1681"
